Length,Sentence
25," Listen , it's almost dinnertime.There are lots of restaurant around here.What do you want to try ? Italian ? Greek ? Japanese ? Thai ? "
42," You are right . For the past few weeks , I had no appetite and couldn ’ t sleep well . What ’ s worse my back started aching this Monday . It is time for me to take a vacation . "
25," I'll give you two clues . First , it cost more than $ 250 . And second , it's not big , but fat . "
7,What would you like to drink ? 
15," If I can do anything for you , don't hesitate to let me know . "
11,Good luck . I've got class in a few minutes . 
44," The child must feel very longly . My younger brother is 10 years younger than me . Before he was born , I used to be the only child and always dreamed that I would have a younger sister or brother one day . "
15,Don't you think it might be a good idea to hold the party outside ? 
25," I think , in some way it is an act of God , but in another way , it just is caused by us . "
33," Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner . "
20," Hold on , with that wind , you ’ re going to catch a cold . Wear this scarf . "
18, Nothing . I have told you before that I won't go to the party and that's flat . 
18," I don't have one single favorite , but these days I listen to a lot of Chopin . "
34, I don't know . I am not really worried about that . I don't wanna lose before even starting . Besides I think the other two American guys have also fallen for her . 
15, It's a chance in a million . I hear John is interested in it . 
24, Why don ’ t you go to bed early and get up early ? You ’ ll have the same time for work . 
33," I'll never get over it . Oh , Harry , it was all so unnecessary . That man ! ! How could he do this to us after we'd put him up ? "
33, I just think the humor was too gross . There were too many disgusting things in it . I don't think a comedy has to have so much smut to be funny . 
23,Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . 
43," Tom is a kind guy , but addicted to gambling . He spends all his time gambling in the casino . And his wife can't put up with his incessant gambling any longer , so she divorced him . Is that right ? "
19, I am free tomorrow afternoon between two and four ; do you have a particular time in mind ? 
21, There are 10 frames in a bowling game . Each player is allowed to bowl two balls in each frame . 
18," Yeah , it'll make a hit , I think.When will it be on , do you know ? "
29," Yes , but you have to calculate a little.You paid fifty dollars and you fell down fifty times.So you only spent one dollar per fall . That's cheap . "
4,How's your girlfriend ? 
20," One screwdriver , coming right up . ( He mixes the drink . ) Here you are , sir . "
20,I think you should look over these figures again . There are some calculations that are a bit off . 
62," Well , I just came in . I worked overtime yesterday . Some statistics and very important documents seemed to be inaccurate . So I stayed to double check them . The boss was aware of my very late work of last night . So before he left office , he told me I could come one hour later this morning . "
33, I got the information that there is a killer sale at the shopping mall near our block . Get up and I will wait for you at the gate of our flat . 
12, I was wondering if you could company me to the Ball ? 
12, You ’ d better change it . It ’ s ugly . 
12, My mother is a professor and my father is a manager . 
13, Things were different this time . I sat by a math genius . 
33," You should take their advice . They know what's best for you.But my friends will have jobs and lots of fun , while I spend all my time doing reading and writing . "
30,"Well , I can ’ t believe your uncle and aunt came to stay with us for a week , and they did not even call us in advance . "
17, I think they are too far from the stage . I want two in row 6 . 
28," Let me have a look . It's mine . I have been looking for it , but just cannot find it . It's present from my father . "
18," Oh , the basketball team from No . 1 College ? I know they're a tough team . "
16," Yes , I ’ m afraid I am . My husband is a smoker too . "
71," Of course not ! We built a snowman , some snow dogs and one big snow fort . We went sliding on the nice hill . It was a real work out . At noon , we had the most special winter picnic outside . Fortunately , we got it all on a video tape . You must come with us next time . I bet you will love it . "
